Year,State,AgencyType,Agency Name,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population1
,,,Brockton,0,1,0,0,94427
,,,Brookline,1,0,0,0,59413
,,,Burlington,0,1,0,0,25765
,,,Cambridge,3,3,3,4,108201
,,,Chicopee,0,0,0,1,55831
,,,Cohasset,0,0,1,0,8493
,,,Danvers,0,1,1,1,27809
,,,Deerfield,0,1,0,0,5080
,,,Dracut,0,1,0,0,31067
,,,Easthampton,0,0,1,0,15954
,,,East Longmeadow,0,1,0,0,16092
,,,Edgartown,0,1,1,0,4331
,,,Everett,1,0,1,0,43368
,,,Fall River,2,0,1,0,88915
,,,Gloucester,0,1,1,0,29383
,,,Grafton,0,1,0,0,18301
,,,Great Barrington,0,0,1,0,6971
,,,Harvard,1,0,0,0,6597
,,,Haverhill2,2,3,2,5,62552
,,,Hingham,0,0,1,0,22940
,,,Hudson,0,0,1,0,19765
,,,Leominster,0,1,0,0,41179
,,,Lunenburg,0,0,1,0,11238
,,,Lynn,1,13,5,2,92131
,,,Malden2,0,1,3,3,60925
,,,Marblehead,1,0,0,0,20332
,,,Marlborough,0,1,0,0,39748
,,,Mattapoisett,1,0,0,0,6219
,,,Medford,1,5,3,0,57551
,,,Melrose,0,0,1,1,27940
,,,Merrimac,0,0,1,0,6697
,,,Middleboro,0,0,0,1,23784
,,,Monson,0,0,1,0,8762
,,,Needham,0,0,0,1,29990
,,,New Bedford,2,1,1,1,95366
,,,Newton,0,2,3,4,88881
,,,Norfolk,0,1,0,0,11835
,,,Northampton,1,0,0,0,28465
,,,North Andover,0,1,0,0,29502
,,,North Reading,0,0,0,1,15537
,,,Norton,0,5,4,1,19477
,,,Oxford,0,1,0,0,13869
,,,Pittsfield,1,0,0,0,43895
,,,Plymouth,2,2,2,0,58292
,,,Quincy,2,6,8,5,94035
,,,Raynham,0,0,0,1,13635
,,,Revere,2,1,0,0,54402
,,,Salem,1,1,1,1,42847
,,,Sharon,0,0,1,0,18177
,,,Somerville2,2,3,3,3,79798
,,,South Hadley,0,1,0,0,17747
,,,Springfield,1,0,0,0,153766
,,,Swampscott,1,1,0,1,14028
,,,Taunton,1,5,4,2,56277
,,,Upton,1,0,0,0,7719
,,,Wakefield,0,0,0,1,26394
,,,Waltham,0,2,2,4,62756
,,,Ware,1,0,0,0,9838
,,,Webster,0,0,0,1,16869
,,,Westport,0,0,0,1,15785
,,,West Tisbury,0,0,1,0,2908
,,,Whitman,0,1,0,0,14786
,,,Williamstown,0,0,0,1,7561
,,,Winthrop,0,1,0,0,18314
,,,Woburn,1,0,0,0,39401
,,,Worcester,1,1,3,1,183248
,,Universities and Colleges,,,,,,
,,,Assumption College,1,0,0,0,2756
,,,Boston University,0,0,2,1,32411
,,,Clark University,0,0,1,0,3551
,,,Emerson College,1,0,0,0,4561
,,,Massachusetts College of Liberal Arts,0,0,0,1,1716
,,,Massachusetts Institute of Technology,0,2,0,2,11301
,,,Massasoit Community College,0,0,0,1,8272
,,,Mount Holyoke College,1,0,0,0,2251
,,,Northeastern University,,1,1,,20053
,,,Springfield Technical Community College,0,0,0,1,6792
,,,"Tufts University, Medford",0,1,0,3,10872
,,,"University of Massachusetts, Amherst",2,2,1,11,28518
,,Other Agencies,,,,,,
,,,Massachusetts General Hospital,3,,1,1,
,Michigan,Total,,,,,,
,,Cities,,,,,,
,,,Ann Arbor,2,3,1,1,117768
,,,Auburn Hills,0,1,1,1,21859
,,,Battle Creek,0,0,1,0,61225
,,,Bay City,0,1,2,0,34307
,,,Benton Harbor,0,0,1,1,10014
,,,Beverly Hills,0,0,1,1,10493
,,,Blackman Township,1,0,0,2,38025
,,,Buena Vista Township,0,1,0,0,8348
,,,Burton,0,0,1,1,28996
,,,Cadillac,0,0,1,0,10261
,,,Canton Township,0,1,1,0,89073
,,,Chikaming Township,1,0,0,0,3074
,,,Clay Township,0,1,0,0,8895
,,,Clinton Township,0,0,1,1,98897
,,,Clio,1,0,0,0,2555
,,,Coldwater,0,1,0,0,10826
,,,Dearborn,2,1,1,1,95396
,,,Dearborn Heights,2,0,0,1,56366
,,,Detroit,5,5,3,3,684694
,,,East Lansing,0,1,3,0,48555
,,,Eastpointe,0,1,0,0,32674
,,,Essexville,0,1,0,0,3439
,,,Farmington Hills,1,0,1,0,81682
,,,Ferndale,0,0,2,0,20346
,,,Flat Rock,1,1,0,0,9819
,,,Flint,1,1,4,6,99166
,,,Fraser,1,0,0,0,14632
,,,Galesburg,1,4,1,0,2033
,,,Genesee Township,0,0,1,0,20665
,,,Grand Rapids,1,1,2,0,193385
,,,Greenville,0,0,2,0,8449
,,,Grosse Pointe Farms,0,0,1,1,9273
,,,Grosse Pointe Park,0,0,1,0,11281
,,,Grosse Pointe Shores,0,0,1,0,2946
,,,Harper Woods,0,0,0,1,13897
,,,Holland,0,0,1,0,33588
,,,Holly,0,0,0,1,6218
,,,Houghton,1,0,0,0,7632
,,,Huntington Woods,0,0,2,0,6385
,,,Inkster,0,2,1,0,24745
,,,Jackson,2,0,2,0,33404
,,,Kalamazoo,0,1,0,2,75857
,,,Lansing,1,1,3,1,113901
,,,Lapeer,1,0,0,0,8799
,,,Lincoln Park,1,0,1,0,37129
,,,Livonia,0,1,1,0,94833
,,,Madison Township,1,0,0,0,8558
,,,Manistee,0,0,1,0,6093
,,,Marshall,0,0,2,0,7028
,,,Melvindale,0,0,1,0,10428
,,,Menominee,0,0,0,1,8473
,,,Meridian Township,0,0,3,0,41133
,,,Monroe,1,0,0,0,20327
,,,Montrose Township,0,1,0,0,7638
,,,Mount Morris,0,0,0,1,2993
,,,Mount Pleasant,1,0,1,0,26227
,,,Mundy Township,0,1,0,0,14723
,,,Muskegon,0,0,2,0,36964
,,,Newaygo,1,0,0,0,1965
,,,Northville Township,1,1,1,1,28801
,,,Ontwa Township-Edwardsburg,1,0,1,0,6519
,,,Pittsfield Township,1,0,2,1,36722
,,,Prairieville Township,1,0,0,0,3403
,,,"Richland Township, Saginaw County",0,0,1,0,4040
,,,Richmond,1,0,0,0,5828
,,,River Rouge,0,0,1,0,7625
,,,Riverview,0,2,1,0,12205
,,,Romeo,0,0,0,1,3580
,,,Romulus,0,0,1,0,23415
,,,Roseville,0,1,1,0,47618
,,,Royal Oak,0,0,1,0,59377
,,,Saginaw,1,2,2,1,50030
,,,Saline,0,1,0,0,9146
,,,Sault Ste. Marie,1,0,0,0,14084
,,,Shelby Township,0,0,1,2,76556
,,,Southfield,0,4,3,0,73321
,,,South Haven,0,0,0,1,4375
,,,St. Clair,0,0,0,2,5401
,,,St. Clair Shores,0,0,0,1,60157
,,,St. Joseph,0,0,0,1,8247
,,,Three Rivers,1,0,0,0,7743
,,,Traverse City,1,0,0,0,15105
,,,Trenton,1,0,0,0,18404
,,,Troy,0,0,2,0,83279
,,,Van Buren Township,0,0,1,0,28269
,,,Walled Lake,0,0,1,0,7158
,,,Warren,2,4,5,3,135080
,,,Wayland,0,0,0,1,4077
,,,West Bloomfield Township,0,0,1,2,66222
,,,Westland,0,1,0,0,82246
,,,Wyandotte,1,0,0,0,25082
,,,Wyoming,1,1,1,0,74603
,,,Ypsilanti,1,1,0,0,19901
,,Universities and Colleges,,,,,,
,,,Central Michigan University,0,0,2,0,26841
,,,Eastern Michigan University,0,1,0,1,23447
,,,Ferris State University,0,0,0,1,14707
,,,Grand Rapids Community College,0,0,1,1,16590
,,,Lansing Community College,0,0,0,1,17562
,,,Michigan State University,23,0,2,0,49317
,,,Oakland University,0,0,0,1,20169
,,,Schoolcraft College,,,1,0,12385
,,,"University of Michigan, Ann Arbor",1,1,1,0,43710
,,Metropolitan Counties,,,,,,
,,,Genesee,2,1,0,1,
,,,Jackson,1,0,1,1,
,,,Kent,1,1,1,1,
,,,Macomb,0,1,2,0,
,,,Midland,0,1,0,0,
,,,Monroe,0,1,0,0,
,,,Oakland,2,1,6,2,
,,,Ottawa,1,3,1,1,
,,,Van Buren,1,0,1,1,
,,,Washtenaw,2,2,2,0,
,,Nonmetropolitan Counties,,,,,,
,,,Allegan,0,0,0,1,
,,,Gratiot,0,0,1,0,
,,,Isabella,0,1,0,0,
,,,Newaygo,0,0,2,2,
,,,Tuscola,0,0,0,1,
,,,Wexford,0,0,1,0,
,,State Police Agencies,,,,,,
,,,"State Police, Gratiot County",0,0,0,1,
,Minnesota,Total,,,,,,
,,Cities,,,,,,
,,,Alexandria,0,0,1,0,11713
,,,Apple Valley,0,0,1,0,50472
,,,Blaine,1,1,1,2,61187
,,,Brooklyn Park,1,0,0,0,78986
,,,Crystal,0,0,0,1,22692
,,,Duluth,0,0,0,1,86106
,,,Eagan,0,0,5,0,65754
,,,Eveleth,1,0,0,0,3693
,,,Fridley,1,0,1,0,27778
,,,Inver Grove Heights,2,1,2,0,34454
,,,Jordan,0,0,0,1,5977
,,,Mankato,1,1,0,0,40959
,,,Maplewood,0,0,1,0,40295
,,,Marshall,1,0,0,0,13433
,,,Mendota Heights,0,2,0,0,11196
,,,Minneapolis,8,10,7,7,404461
,,,Minnetonka,0,0,1,0,51769
,,,Moorhead,0,1,0,0,39707
,,,Plymouth,2,2,2,0,74833
,,,Robbinsdale,1,0,0,0,14387
,,,Roseville,0,1,0,0,35332
,,,St. Cloud,,3,1,1,66366
,,,St. Louis Park,0,0,2,0,47957
,,,St. Paul,5,4,4,3,297984
,,Metropolitan Counties,,,,,,
,,,Anoka,0,0,1,0,
,,,Carlton,0,1,0,0,
,,,Wright,0,0,1,0,
,Mississippi,Total,,,,,,
,,Nonmetropolitan Counties,,,,,,
,,,Adams,0,0,0,1,
,Missouri,Total,,,,,,
,,Cities,,,,,,
,,,Bolivar,0,1,0,0,10523
,,,Columbia,0,0,1,0,116847
,,,Creve Coeur,0,1,0,0,17874
,,,Grain Valley,0,1,0,0,13188
,,,Grandview,0,1,0,0,25512
,,,Hazelwood,0,0,0,1,25662
,,,Independence,1,0,0,2,117321
,,,Jennings,0,0,0,5,14762
,,,Kansas City,6,9,11,5,468417
,,,Lee's Summit,0,0,2,0,93594
,,,Rich Hill,0,1,0,0,1334
,,,Rolla,0,0,2,0,19876
,,,Springfield,1,0,0,4,165280
,,,St. Charles,1,0,0,0,67970
,,,St. Louis,0,2,2,2,318574
,,,St. Peters,1,0,0,0,55362
,,Universities and Colleges,,,,,,
,,,Northwest Missouri State University,0,0,1,0,6485
,,,University of Missouri: ,,,,,
,,,Columbia,,,,1,34616
,,,Kansas City,0,0,0,1,15718
,,,St. Louis,0,0,0,1,16809
,,Metropolitan Counties,,,,,,
,,,St. Charles,0,0,1,0,
,,,St. Louis County Police Department,1,2,1,1,
,,Nonmetropolitan Counties,,,,,,
,,,Henry,0,1,0,0,
,,,Ozark,0,0,1,0,
,,,Stone,0,1,0,0,
,Montana,Total,,,,,,
,,Cities,,,,,,
,,,Billings,2,1,1,2,110245
,,,Columbia Falls,0,1,0,0,4824
,,,Deer Lodge,0,0,1,1,3084
,,,Helena,1,0,1,0,29928
,,,Kalispell,1,0,0,1,21238
,,,Missoula,1,1,0,0,69674
,,Metropolitan Counties,,,,,,
,,,Missoula,5,0,1,0,
,,Nonmetropolitan Counties,,,,,,
,,,Flathead,0,1,0,0,
,,,Lake,0,0,1,0,
,,,Lewis and Clark,0,0,2,3,
,,,Park,1,0,0,0,
,,,Powell,0,1,0,0,
,Nebraska,Total,,,,,,
,,Cities,,,,,,
,,,Blair,1,0,0,0,7986
,,,Chadron,0,1,0,0,5773
,,,Crete,,0,1,0,7171
,,,Lincoln,5,15,4,4,271208
,,,Nebraska City,0,0,0,1,7243
,,,Norfolk,0,0,0,2,24588
,,,Omaha2,2,5,2,4,438465
,Nevada,Total,,,,,,
,,Cities,,,,,,
,,,Henderson,0,0,2,0,274121
,,,Las Vegas Metropolitan Police Department,2,0,6,9,1530899
,,,North Las Vegas,0,,0,1,229436
,,,Reno,0,1,1,2,235055
,New Hampshire,Total,,,,,,
,,Cities,,,,,,
,,,Belmont,0,0,1,0,7257
,,,Concord,0,0,1,0,42358
,,,Dover,0,0,2,0,30633
,,,Farmington,1,0,1,0,6800
,,,Laconia,0,0,1,0,16043
,,,Lancaster,0,1,0,0,3421
,,,Lebanon,1,0,0,0,13716
,,,New London,1,0,0,0,4620
,,,Pelham,1,0,0,0,13133
,,,Pembroke,0,0,0,1,7125
,,,Plymouth,0,1,0,1,6989
,New Jersey,Total,,,,,,
,,Cities,,,,,,
,,,Aberdeen Township,0,0,0,2,18215
,,,Asbury Park,0,0,1,0,15789
,,,Atlantic Highlands,1,0,1,0,4346
,,,Berkeley Township,0,1,0,0,41957
,,,Bordentown Township,0,0,0,1,11438
,,,Bradley Beach,0,1,0,0,4270
,,,Brick Township,0,1,0,0,75995
,,,Byram Township,1,0,1,0,8117
,,,Carteret,0,1,0,0,24264
,,,Clark Township,0,1,0,0,15308
,,,Collingswood,0,0,1,0,13855
,,,Colts Neck Township,0,1,2,0,10084
,,,Cranbury Township,2,0,1,0,3929
,,,Denville Township,1,0,0,0,16917
,,,Dunellen,1,1,0,0,7388
,,,East Brunswick Township,3,2,0,4,48391
,,,East Hanover Township,0,1,0,2,11338
,,,Egg Harbor Township,0,0,0,1,43992
,,,Elk Township,0,1,0,0,4262
,,,Englewood,1,0,0,0,27665
,,,Evesham Township,1,3,1,7,45623
,,,Ewing Township,2,1,0,0,36787
,,,Fair Lawn,2,0,0,0,33174
,,,Fort Lee,1,2,2,0,36226
,,,Freehold,0,0,1,0,12042
,,,Freehold Township,0,1,1,1,36033
,,,Galloway Township,0,0,2,0,37716
,,,Glassboro,1,1,0,0,19082
,,,Glen Ridge,0,1,0,0,7658
,,,Hackettstown,1,0,0,0,9576
,,,"Hamilton Township, Atlantic County",0,0,2,0,26802
,,,"Hamilton Township, Mercer County",1,0,,0,89138
,,,Harrison Township,1,1,0,0,12812
,,,Highland Park,1,1,1,1,14478
,,,Hightstown,0,1,0,1,5592
,,,Hillsborough Township,0,2,2,0,39522
,,,Hoboken,3,2,1,2,53303
,,,Holmdel Township,0,1,0,0,16699
,,,Hopewell Township,0,0,1,0,18416
,,,Howell Township,1,4,1,1,51884
,,,Jackson Township,0,0,0,1,56347
,,,Jersey City,2,1,1,0,260005
,,,Keansburg,1,1,1,1,9991
,,,Kearny,0,1,0,2,41964
,,,Lacey Township,2,0,0,0,28100
,,,Lakewood Township,1,5,7,2,93749
,,,"Lawrence Township, Mercer County",0,0,2,0,33133
,,,Little Egg Harbor Township,3,1,1,0,20401
,,,Little Falls Township,0,0,0,4,14564
,,,Livingston Township,0,0,1,0,29694
,,,Lodi,0,1,0,0,24648
,,,Lopatcong Township,1,0,0,0,8056
,,,Madison,0,1,0,0,16380
,,,Manalapan Township,1,2,1,0,40063
,,,Manasquan,0,0,0,1,5721
,,,Manchester Township,0,1,0,0,43394
,,,"Mansfield Township, Burlington County",0,0,0,2,8568
,,,"Mansfield Township, Warren County",0,0,1,0,7550
,,,Mantua Township,0,0,1,0,15105
,,,Maple Shade Township,0,1,0,0,19024
,,,Marlboro Township,0,0,1,2,40351
,,,Medford Township,3,,0,4,23343
,,,Mendham,0,1,0,0,5029
,,,Metuchen,0,1,0,0,13823
,,,Middlesex,0,0,0,1,13876
,,,Middle Township,1,0,0,0,18883
,,,Middletown Township,1,2,0,0,66223
,,,"Monroe Township, Gloucester County",0,0,1,1,36933
,,,"Monroe Township, Middlesex County",3,4,3,1,42333
,,,Moorestown Township,1,0,0,0,20651
,,,Morris Township,0,0,0,1,22614
,,,Mount Laurel Township,0,1,0,0,41698
,,,Mount Olive Township,1,0,0,1,28891
,,,Neptune City,0,1,0,0,4831
,,,Neptune Township,2,1,7,2,27812
,,,Newark,0,0,0,5,279110
,,,New Brunswick,2,0,1,3,56193
,,,New Providence,1,0,1,0,12387
,,,Newton,0,0,0,1,7897
,,,North Bergen Township,1,2,0,0,62817
,,,North Brunswick Township,0,0,1,1,42526
,,,Nutley Township,1,1,0,0,28625
,,,Ocean City,0,0,2,0,11392
,,,Oradell,0,0,0,2,8175
,,,Palmyra,0,0,1,0,7353
,,,Paramus,0,0,1,1,26791
,,,Parsippany-Troy Hills Township,0,1,0,0,54025
,,,Passaic,2,0,1,0,71228
,,,Pemberton Township,0,1,0,1,27916
,,,Pine Hill,0,1,0,0,10583
,,,Piscataway Township,1,1,0,0,59089
,,,Pitman,0,4,1,2,8941
,,,Point Pleasant,0,1,0,0,18547
,,,Randolph Township,2,5,1,0,26055
,,,Readington Township,0,1,0,0,16081
,,,Ridgefield Park,0,1,0,0,12990
,,,Ridgewood,0,1,0,1,25482
,,,Riverdale,1,0,0,0,4162
,,,Riverton,1,0,0,0,2771
,,,Robbinsville Township,0,3,0,0,14176
,,,Roxbury Township,0,0,0,1,23640
,,,Rumson,0,0,0,2,6980
,,,South Brunswick Township,1,2,3,1,45096
,,,South Plainfield,0,1,0,0,23911
,,,Springfield,0,0,0,1,17104
,,,Spring Lake,0,1,0,0,3003
,,,Stratford,2,0,0,0,6943
,,,Trenton,0,0,1,0,84324
,,,Union Beach,1,0,0,0,5701
,,,Union City,3,0,0,2,68787
,,,Union Township,0,0,0,1,57830
,,,Verona,2,0,0,0,13771
,,,Vineland,1,0,0,0,61115
,,,Voorhees Township,0,0,1,0,29240
,,,Weehawken Township,0,0,0,1,13579
,,,Westampton Township,0,0,1,0,8772
,,,West Deptford Township,1,0,0,1,21490
,,,West Long Branch,1,1,0,0,8615
,,,West Milford Township,0,0,2,2,26623
,,,Winslow Township,0,0,1,0,39139
,,,Woodbridge Township,2,3,1,1,100969
,,,Woodbury,5,4,1,5,10071
,,,Woodstown,0,0,0,1,3478
,,Metropolitan Counties,,,,,,
,,,Camden County Police Department,2,1,0,1,
,,State Police Agencies,,,,,,
,,,State Police:,,,,,
,,,Monmouth County,0,0,3,0,
,,,Sussex County,1,0,0,0,
,New Mexico,Total,,,,,,
,,Cities,,,,,,
,,,Albuquerque,,6,,4,558874
,,Universities and Colleges,,,,,,
,,,University of New Mexico,,,1,,28592
,,Metropolitan Counties,,,,,,
,,,Bernalillo,,1,,1,
,New York,Total,,,,,,
,,Cities,,,,,,
,,,Albany,1,2,0,0,98595
,,,Buffalo,2,5,4,4,258419
,,,Carthage Village,0,0,1,0,3710
,,,Cheektowaga Town,0,1,3,0,78209
,,,Clarkstown Town,0,0,0,1,81435
,,,Cortland,0,2,0,0,19032
,,,Crawford Town,2,0,0,0,9240
,,,Dobbs Ferry Village,0,0,1,0,11102
,,,Fishkill Town,0,0,1,0,21502
,,,Freeport Village,0,0,0,1,43234
,,,Geddes Town,0,0,1,0,10436
,,,Geneseo Village,0,0,1,0,7914
,,,Greenburgh Town,1,0,0,0,45133
,,,Lake Placid Village,0,0,1,0,2460
,,,Manlius Town,0,0,0,1,24577
,,,Middletown,2,0,0,0,27700
,,,Monroe Village,0,0,2,0,8627
,,,Mount Vernon,1,0,0,0,68442
,,,New Rochelle,1,3,2,0,80030
,,,New York,60,68,107,72,8473938
,,,Niagara Falls,0,1,0,0,49300
,,,Oneonta City,0,0,0,1,13961
,,,Orangetown Town,0,0,5,1,37677
,,,Poughkeepsie,0,1,0,0,30554
,,,Poughkeepsie Town,0,0,0,1,43599
,,,Rochester,1,2,0,0,210347
,,,Southold Town,0,0,1,0,19991
,,,Spring Valley Village,0,0,0,2,32586
,,,Yonkers,0,4,1,1,200624
,,,Yorktown Town,0,0,0,1,36989
,,Universities and Colleges,,,,,,
,,,Cornell University,0,1,0,0,21593
,,,State University of New York: ,,,,,
,,,Binghamton,1,0,0,0,16077
,,,Stony Brook,1,0,1,0,24143
,,,State University of New York Agricultural and Technical College:,,,,,
,,,Cobleskill,0,0,0,1,2453
,,,Morrisville,3,0,0,0,3028
,,,State University of New York College:,,,,,
,,,Buffalo,1,1,0,0,11091
,,,New Paltz,0,0,1,0,7578
,,,Oneonta,0,0,0,1,6034
,,,Oswego,1,0,0,0,8117
,,,Potsdam,1,1,0,1,4042
,,Metropolitan Counties,,,,,,
,,,Erie,0,0,1,0,
,,,Nassau,7,16,13,5,
,,,Niagara,0,1,0,0,
,,,Ontario,0,0,1,0,
,,,Suffolk County Police Department,15,20,19,24,
,,,Washington,0,0,0,1,
,,,Westchester Public Safety,1,0,0,0,
,,State Police Agencies,,,,,,
,,,State Police:,,,,,
,,,Chenango County ,0,1,0,0,
,,,Columbia County ,0,1,0,0,
,,,Essex County ,0,0,2,0,
,,,Herkimer County ,0,1,0,0,
,,,Orange County ,0,1,0,0,
,,,Otsego County ,1,0,0,0,
,,,Suffolk County ,0,1,0,0,
,,,Tompkins County ,0,0,1,0,
,,,Washington County ,0,1,0,0,
,,Other Agencies,,,,,,
,,,New York City Metropolitan Transportation Authority,1,4,0,5,
,,,State Park:,,,,,
,,,Long Island Region,0,4,1,2,
,,,New York City Region,0,0,0,1,
,North Carolina,Total,,,,,,
,,Cities,,,,,,
,,,Asheville,2,0,0,2,88184
,,,Burlington,0,1,0,0,51627
,,,Chapel Hill,1,0,1,0,60190
,,,Charlotte-Mecklenburg,6,10,5,4,856916
,,,Fayetteville,0,6,1,1,205306
,,,Greensboro,0,3,0,3,282203
,,,Greenville,1,0,2,1,90198
,,,High Point,0,2,0,0,108540
,,,Hillsborough,0,1,1,0,6451
,,,Hope Mills,1,3,0,0,16399
,,,Jacksonville,0,1,0,0,68651
,,,Lenoir,0,1,0,0,17994
,,,Mount Airy,0,0,0,1,10420
,,,Oxford,2,0,1,0,8748
,,,Raleigh,1,5,10,9,438363
,,,Roanoke Rapids,2,1,0,0,15602
,,,Salisbury,1,0,0,0,33627
,,,Stallings,1,0,0,0,14848
,,,Waynesville,0,0,1,0,9712
,,,Williamston,0,0,1,0,5345
,,,Wilmington,3,2,0,1,113418
,,,Wilson,2,1,0,1,49731
,,Universities and Colleges,,,,,,
,,,East Carolina University,0,1,1,2,26887
,,,Fayetteville State University,0,0,1,0,6179
,,,North Carolina School of the Arts,1,0,0,0,912
,,,University of North Carolina:,,,,,
,,,Asheville,1,0,0,0,3784
,,,Wilmington,1,0,0,0,13937
,,,Western Carolina University,0,0,1,0,10107
,,Metropolitan Counties,,,,,,
,,,Buncombe,0,1,1,1,
,,,Cumberland,0,0,0,1,
,,,Currituck,1,0,1,0,
,,,Forsyth,0,2,2,1,
,,,Gaston County Police Department,0,2,0,0,
,,,Guilford,0,3,1,0,
,,,Iredell,0,0,1,0,
,,,New Hanover,0,0,1,0,
,,,Rockingham,0,0,0,1,
,,Nonmetropolitan Counties,,,,,,
,,,Pasquotank,1,0,0,2,
,,,Surry,0,0,0,1,
,,,Wilkes,0,1,0,0,
,North Dakota,Total,,,,,,
,,Cities,,,,,,
,,,Bismarck,0,4,3,1,68492
,,,Devils Lake,0,1,0,0,7286
,,,Fargo,1,5,0,3,115686
,,,Grand Forks,0,1,1,0,55438
,,,Mandan,0,1,0,0,20253
,,,Minot,1,1,0,0,47682
,,,Rolla,0,1,0,0,1350
,,,Tioga,0,0,0,1,1661
,,,West Fargo,0,2,2,2,30970
,,Metropolitan Counties,,,,,,
,,,Cass,1,0,0,1,
,,,Morton,0,1,0,1,
,,Nonmetropolitan Counties,,,,,,
,,,Bottineau,1,0,0,0,
,,,Dunn,0,0,1,0,
,,,McLean,0,0,1,0,
,,,Rolette,1,0,0,0,
,,,Ward,0,1,0,0,
,Ohio,Total,,,,,,
,,Cities,,,,,,
,,,Akron,1,0,3,0,197891
,,,Athens,0,0,1,0,24083
,,,Austintown,0,0,0,1,35997
,,,Barberton,0,1,1,0,26286
,,,"Bath Township, Summit County",1,0,0,0,9805
,,,Bellbrook,1,0,0,0,7044
,,,Bellefontaine,0,0,0,1,13156
,,,Brunswick Hills Township,0,1,0,0,10202
,,,Butler Township,0,0,0,1,7864
,,,Canton,0,1,0,0,72391
,,,Carroll Township,0,0,1,0,2121
,,,Celina,0,2,1,0,10370
,,,Cincinnati,8,22,13,11,297671
,,,Circleville,1,0,0,0,13469
,,,Cleveland,0,3,0,2,388655
,,,Columbus2,30,42,44,33,830811
,,,Dayton,1,1,3,5,143217
,,,East Palestine,1,0,0,0,4601
,,,Forest Park,0,0,0,1,18724
,,,Garfield Heights,3,3,2,1,28273
,,,Grove City,3,2,0,0,37945
,,,Groveport,0,1,0,0,5700
,,,"Hamilton Township, Warren County",1,0,0,0,21920
,,,Heath,0,1,0,0,10485
,,,Hubbard,1,0,0,0,7724
,,,Huber Heights,0,1,0,1,38137
,,,Hudson,0,0,1,0,22526
,,,Independence,0,1,0,0,7147
,,,"Jackson Township, Stark County",0,0,0,1,40645
,,,Lakewood,0,0,1,2,50923
,,,Lancaster,1,2,0,1,39453
,,,Leipsic,1,0,0,0,2035
,,,Lima,,,1,0,38265
,,,Lockland,0,1,0,2,3434
,,,Lorain,1,1,3,3,63619
,,,Louisville,0,0,1,0,9150
,,,Mansfield,0,0,2,0,46145
,,,Marysville,0,1,0,0,22460
,,,Mason,0,0,0,1,31416
,,,Maumee,0,0,0,1,14062
,,,Medina,1,0,0,1,26551
,,,Miamisburg,0,2,0,0,20109
,,,Milton Township,0,1,0,0,2488
,,,Minster,1,0,0,0,2835
,,,Monroe,1,,,,15498
,,,Montgomery,0,0,0,1,10395
,,,Montpelier,0,0,1,0,4048
,,,Moraine,1,0,0,1,6331
,,,Mount Healthy,1,0,0,0,6051
,,,Napoleon,0,1,1,0,8687
,,,New Albany,0,0,0,1,9111
,,,Newton Falls,0,0,0,1,4701
,,,Niles,0,0,1,0,18848
,,,Northwood,0,0,1,0,5364
,,,Norwood,1,0,1,1,19027
,,,Oregon,0,0,1,0,20207
,,,Parma,0,1,0,2,80168
,,,Pomeroy,1,0,0,0,1842
,,,Powell,0,1,0,0,12410
,,,Powhatan Point,0,0,1,0,1577
,,,Springfield,0,0,0,1,58891
,,,"Springfield Township, Hamilton County",0,0,1,0,36479
,,,St. Clair Township,0,0,1,0,7793
,,,Streetsboro,1,0,0,0,16152
,,,Tipp City,0,1,0,0,9839
,,,Toledo,2,8,8,2,281150
,,,Trotwood,0,1,0,0,24193
,,,Urbana,1,0,1,0,11584
,,,Van Wert,1,0,0,0,10763
,,,Walbridge,1,0,0,0,3068
,,,Warren,0,1,0,0,40592
,,,Warren Township,0,1,0,0,5395
,,,Washington Court House,0,1,0,0,14072
,,,Wauseon,0,1,0,0,7292
,,,Weathersfield,1,0,0,0,8145
,,,West Chester Township,0,0,0,1,59629
,,,Westerville,1,1,0,0,37836
,,,Wilmington,0,2,0,2,12455
,,,Worthington,0,1,1,0,13903
,,,Xenia,1,1,1,1,25932
,,,Zanesville,1,0,0,0,25415
,,Universities and Colleges,,,,,,
,,,Capital University,0,0,0,2,3628
,,,"Ohio State University, Columbus",1,0,1,0,57466
,,Metropolitan Counties,,,,,,
,,,Butler,0,1,0,0,
,,,Clark,1,0,0,0,
,,,Fairfield,1,0,0,0,
,,,Greene,0,3,1,3,
,,,Madison,0,1,0,0,
,,,Montgomery,2,0,0,0,
,,,Perry,0,0,1,0,
,,,Portage,1,,,,
,,,Richland,1,1,0,0,
,,,Summit,0,0,0,2,
,,,Warren,0,1,0,0,
,,Nonmetropolitan Counties,,,,,,
,,,Ashland,0,0,1,0,
,,,Auglaize,0,1,0,0,
,,,Coshocton,0,0,0,1,
,,,Fayette,0,0,0,1,
,,,Knox,0,1,0,0,
,,,Morgan,1,0,0,0,
,,,Muskingum,0,1,0,0,
,,,Paulding,0,0,2,0,
,,,Preble,1,0,0,0,
,,,Ross,0,0,0,3,
,,,Shelby,0,0,0,1,
,Oklahoma,Total,,,,,,
,,Cities,,,,,,
,,,Bethany,1,0,0,0,19683
,,,Catoosa,1,0,0,0,7161
,,,Edmond,0,0,0,2,88383
,,,Fort Gibson,0,0,1,0,4115
,,,Hobart,0,1,0,0,3694
,,,Mooreland,0,0,1,0,1285
